Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Weekend
7,-11.6,44,1.6,1.0,-21.4,0.0,0.0,0.0,1,0,0
8,-11.5,40,2.8,1.0,-22.4,0.02,0.0,0.0,1,0,0
9,-11.1,38,2.4,0.9725,-22.6,0.43,0.0,0.0,1,0,0
10,-9.6,32,3.7,1.0,-23.2,1.14,0.0,0.0,1,0,0
11,-8.5,27,4.7,0.947,-24.2,1.73,0.0,0.0,1,0,0
12,-7.8,28,4.1,1.0,-23.1,2.12,0.0,0.0,1,0,0
13,-7.0,25,4.2,0.9995,-23.7,2.29,0.0,0.0,1,0,0
14,-6.4,24,4.6,0.985,-23.7,2.23,0.0,0.0,1,0,0
15,-5.7,25,4.4,0.9975,-22.6,1.94,0.0,0.0,1,0,0
16,-5.4,25,3.4,0.9925,-22.3,1.44,0.0,0.0,1,0,0
17,-6.4,28,4.5,1.0,-21.9,0.81,0.0,0.0,1,0,0
18,-7.6,29,3.5,1.0,-22.6,0.16,0.0,0.0,1,0,0
19,-8.3,29,4.1,1.0,-23.2,0.0,0.0,0.0,1,0,0
20,-9.1,35,3.8,1.0,-21.7,0.0,0.0,0.0,1,0,0
21,-9.8,41,3.9,0.9745,-20.6,0.0,0.0,0.0,1,0,0
22,-10.3,43,3.7,0.938,-20.5,0.0,0.0,0.0,1,0,0
23,-10.5,47,2.8,0.897,-19.6,0.0,0.0,0.0,1,0,0
0,-10.6,47,3.5,0.9015,-19.7,0.0,0.0,0.0,1,0,0
1,-10.9,36,3.3,1.0,-23.0,0.0,0.0,0.0,1,0,0
2,-11.2,36,2.9,0.9905,-23.3,0.0,0.0,0.0,1,0,0
3,-11.6,35,3.2,0.996,-24.0,0.0,0.0,0.0,1,0,0
4,-12.0,36,2.7,0.999,-24.0,0.0,0.0,0.0,1,0,0
5,-12.3,37,2.9,1.0,-24.0,0.0,0.0,0.0,1,0,0
6,-12.5,40,3.4,0.9955,-23.3,0.0,0.0,0.0,1,0,0
7,-12.7,41,3.7,0.991,-23.2,0.0,0.0,0.0,1,0,0
8,-12.7,41,3.1,1.0,-23.2,0.02,0.0,0.0,1,0,0
9,-12.3,39,3.7,0.992,-23.4,0.45,0.0,0.0,1,0,0
10,-11.3,35,4.2,0.924,-23.7,1.15,0.0,0.0,1,0,0
11,-9.9,32,3.3,0.9315,-23.5,1.72,0.0,0.0,1,0,0
12,-8.2,31,2.7,0.929,-22.3,2.09,0.0,0.0,1,0,0
13,-7.5,28,4.3,0.952,-22.9,2.3,0.0,0.0,1,0,0
14,-7.0,26,4.4,0.993,-23.3,2.24,0.0,0.0,1,0,0
15,-5.9,25,3.1,0.968,-22.8,1.93,0.0,0.0,1,0,0
16,-5.9,24,3.5,1.0,-23.2,1.44,0.0,0.0,1,0,0
17,-6.6,29,2.5,1.0,-21.7,0.68,0.0,0.0,1,0,0
18,-7.6,36,3.3,1.0,-20.1,0.11,0.0,0.0,1,0,0
19,-8.4,37,4.0,1.0,-20.5,0.0,0.0,0.0,1,0,0
20,-9.6,34,2.6,1.0,-22.5,0.0,0.0,0.0,1,0,0
21,-10.6,39,3.1,1.0,-21.9,0.0,0.0,0.0,1,0,0
22,-11.1,43,1.8,0.98,-21.2,0.0,0.0,0.0,1,0,0
23,-11.8,46,1.1,0.93,-21.1,0.0,0.0,0.0,1,0,0
0,-12.3,47,0.4,0.924,-21.3,0.0,0.0,0.0,1,0,0
1,-12.3,47,1.9,0.9185,-21.3,0.0,0.0,0.0,1,0,0
2,-12.5,50,1.0,0.861,-20.8,0.0,0.0,0.0,1,0,0
3,-12.5,49,1.5,0.9425,-21.0,0.0,0.0,0.0,1,0,0
4,-13.1,54,0.7,0.6845,-20.4,0.0,0.0,0.0,1,0,0
5,-13.0,53,0.7,0.905,-20.5,0.0,0.0,0.0,1,0,0
6,-13.2,50,0.5,0.9365,-21.4,0.0,0.0,0.0,1,0,0
7,-13.2,56,0.9,0.8325,-20.1,0.0,0.0,0.0,1,0,0
8,-13.3,60,0.6,0.799,-19.4,0.02,0.0,0.0,1,0,0
9,-12.0,50,1.3,0.7615,-20.3,0.43,0.0,0.0,1,0,0
10,-9.6,39,0.7,0.79,-21.0,1.06,0.0,0.0,1,0,0
11,-7.0,28,3.3,0.9145,-22.4,1.56,0.0,0.0,1,0,0
12,-6.0,24,2.6,0.982,-23.3,1.97,0.0,0.0,1,0,0
13,-4.5,23,2.6,0.9685,-22.5,2.12,0.0,0.0,1,0,0
14,-3.5,20,1.5,0.988,-23.2,2.02,0.0,0.0,1,0,0
15,-2.1,20,2.3,0.9805,-22.1,1.87,0.0,0.0,1,0,0
16,-1.7,18,2.0,0.9595,-22.9,1.41,0.0,0.0,1,0,0
17,-2.3,20,2.2,0.997,-22.2,0.77,0.0,0.0,1,0,0
18,-4.0,27,2.5,1.0,-20.2,0.16,0.0,0.0,1,0,0
19,-5.2,33,2.6,1.0,-19.0,0.0,0.0,0.0,1,0,0
20,-5.8,44,2.1,0.997,-16.1,0.0,0.0,0.0,1,0,0
21,-6.3,48,2.2,0.9825,-15.5,0.0,0.0,0.0,1,0,0
22,-6.8,50,1.7,0.928,-15.5,0.0,0.0,0.0,1,0,0
23,-7.6,50,1.0,0.9195,-16.2,0.0,0.0,0.0,1,0,0
0,-8.2,50,1.1,0.925,-16.8,0.0,0.0,0.0,1,0,0
1,-8.5,60,1.2,0.954,-14.8,0.0,0.0,0.0,1,0,0
2,-8.3,65,0.4,0.875,-13.7,0.0,0.0,0.0,1,0,0
3,-8.6,64,0.9,0.877,-14.1,0.0,0.0,0.0,1,0,0
4,-9.0,54,0.6,0.9165,-16.6,0.0,0.0,0.0,1,0,0
5,-9.0,56,0.4,0.839,-16.1,0.0,0.0,0.0,1,0,0
6,-9.3,61,0.7,0.842,-15.4,0.0,0.0,0.0,1,0,0
7,-9.6,67,1.0,0.7515,-14.5,0.0,0.0,0.0,1,0,0
8,-9.7,65,0.8,0.754,-15.0,0.02,0.0,0.0,1,0,0
9,-8.5,55,1.0,0.741,-15.9,0.4,0.0,0.0,1,0,0
10,-6.3,46,1.3,0.673,-16.0,1.01,0.0,0.0,1,0,0
11,-3.1,39,1.2,0.7475,-15.1,1.54,0.0,0.0,1,0,0
12,-1.5,35,1.2,0.7755,-15.0,1.9,0.0,0.0,1,0,0
13,0.3,30,1.4,0.8485,-15.2,2.11,0.0,0.0,1,0,0
14,0.9,25,2.4,0.865,-16.9,2.09,0.0,0.0,1,0,0
15,1.4,25,2.2,0.843,-16.5,1.81,0.0,0.0,1,0,0
16,2.0,25,2.3,0.8775,-16.0,1.3,0.0,0.0,1,0,0
17,1.5,24,1.9,0.894,-16.9,0.72,0.0,0.0,1,0,0
18,-0.5,26,1.7,0.9995,-17.7,0.15,0.0,0.0,1,0,0
19,-1.8,35,1.4,0.779,-15.2,0.0,0.0,0.0,1,0,0
20,-2.8,40,1.5,0.7965,-14.5,0.0,0.0,0.0,1,0,0
21,-3.3,42,1.1,0.798,-14.4,0.0,0.0,0.0,1,0,0
22,-3.9,41,0.4,0.731,-15.2,0.0,0.0,0.0,1,0,0
23,-4.3,44,0.7,0.6235,-14.7,0.0,0.0,0.0,1,0,0
0,-4.6,38,0.1,0.7755,-16.7,0.0,0.0,0.0,1,0,0
1,-4.8,44,1.1,0.716,-15.2,0.0,0.0,0.0,1,0,0
2,-5.1,47,0.9,0.73,-14.6,0.0,0.0,0.0,1,0,0
3,-5.2,48,0.7,0.6545,-14.5,0.0,0.0,0.0,1,0,0
4,-4.4,47,0.9,0.6715,-14.0,0.0,0.0,0.0,1,0,0
5,-4.2,44,1.1,0.598,-14.6,0.0,0.0,0.0,1,0,0
6,-4.0,41,0.8,0.621,-15.3,0.0,0.0,0.0,1,0,0
7,-3.6,42,0.9,0.629,-14.6,0.0,0.0,0.0,1,0,0
8,-3.3,39,0.9,0.6395,-15.3,0.02,0.0,0.0,1,0,0
9,-2.4,36,1.2,0.638,-15.4,0.2,0.0,0.0,1,0,0
10,-1.3,34,0.5,0.596,-15.1,0.32,0.0,0.0,1,0,0
11,-0.2,31,0.8,0.6345,-15.3,0.5,0.0,0.0,1,0,0
12,1.6,28,0.5,0.5965,-14.9,0.88,0.0,0.0,1,0,0
13,2.6,27,0.8,0.56,-14.5,0.82,0.0,0.0,1,0,0
14,4.0,25,0.9,0.5045,-14.3,1.06,0.0,0.0,1,0,0
15,5.0,24,1.0,0.5185,-13.9,1.16,0.0,0.0,1,0,0
16,6.0,28,1.7,0.5915,-11.1,1.03,0.0,0.0,1,0,0
17,4.8,38,3.0,0.791,-8.3,0.47,0.0,0.0,1,0,0
18,4.1,40,2.1,0.6635,-8.3,0.1,0.0,0.0,1,0,0
19,3.3,58,1.7,0.512,-4.1,0.0,0.0,0.0,1,0,0
20,3.0,61,1.9,0.421,-3.8,0.0,0.0,0.0,1,0,0
21,2.9,63,1.0,0.393,-3.4,0.0,0.0,0.0,1,0,0
22,2.5,66,1.1,0.3795,-3.2,0.0,0.0,0.0,1,0,0
23,2.0,70,0.7,0.3445,-2.9,0.0,0.0,0.0,1,0,0
0,1.5,71,1.1,0.295,-3.1,0.0,0.0,0.0,1,0,1
1,1.7,71,1.2,0.292,-3.0,0.0,0.0,0.0,1,0,1
2,1.9,71,1.5,0.292,-2.8,0.0,0.0,0.0,1,0,1
3,2.0,71,1.2,0.267,-2.7,0.0,0.0,0.0,1,0,1
4,1.9,74,1.2,0.257,-2.2,0.0,0.0,0.0,1,0,1
5,1.8,75,2.0,0.242,-2.1,0.0,0.0,0.0,1,0,1
6,1.6,78,1.6,0.224,-1.8,0.0,0.0,0.0,1,0,1
7,1.6,81,1.4,0.1965,-1.3,0.0,0.0,0.0,1,0,1
8,1.6,82,1.3,0.1745,-1.1,0.01,0.0,0.0,1,0,1
9,1.6,78,2.0,0.13,-1.8,0.17,0.0,0.0,1,0,1
10,1.8,73,2.8,0.135,-2.5,0.69,0.0,0.0,1,0,1
11,2.6,62,2.9,0.147,-3.9,1.12,0.0,0.0,1,0,1
12,2.9,53,4.7,0.177,-5.7,1.37,0.0,0.0,1,0,1
13,2.8,31,4.0,0.4835,-12.6,1.42,0.0,0.0,1,0,1
14,2.2,24,4.5,0.85,-16.3,1.66,0.0,0.0,1,0,1
15,2.0,20,4.1,0.971,-18.6,1.49,0.0,0.0,1,0,1
16,0.3,17,4.9,1.0,-21.9,0.87,0.0,0.0,1,0,1
17,-0.9,19,5.0,1.0,-21.6,0.48,0.0,0.0,1,0,1
18,-2.0,15,5.6,1.0,-25.2,0.13,0.0,0.0,1,0,1
19,-3.1,14,5.1,1.0,-26.9,0.0,0.0,0.0,1,0,1
20,-4.4,19,5.8,1.0,-24.6,0.0,0.0,0.0,1,0,1
21,-5.6,28,4.1,1.0,-21.2,0.0,0.0,0.0,1,0,1
22,-6.2,32,3.5,1.0,-20.2,0.0,0.0,0.0,1,0,1
23,-6.7,35,2.1,1.0,-19.6,0.0,0.0,0.0,1,0,1
0,-6.9,36,2.1,1.0,-19.5,0.0,0.0,0.0,1,0,1
1,-7.0,38,2.6,1.0,-18.9,0.0,0.0,0.0,1,0,1
2,-7.0,42,1.6,1.0,-17.7,0.0,0.0,0.0,1,0,1
3,-7.2,43,2.0,1.0,-17.6,0.0,0.0,0.0,1,0,1
4,-7.5,42,2.4,0.999,-18.2,0.0,0.0,0.0,1,0,1
5,-7.8,39,2.8,1.0,-19.3,0.0,0.0,0.0,1,0,1
6,-8.4,33,1.4,0.9815,-21.8,0.0,0.0,0.0,1,0,1
7,-9.2,34,2.0,0.9725,-22.2,0.0,0.0,0.0,1,0,1
8,-9.4,29,1.9,0.9835,-24.1,0.03,0.0,0.0,1,0,1
9,-8.6,28,1.5,0.893,-23.8,0.49,0.0,0.0,1,0,1
10,-6.9,21,3.4,0.9135,-25.6,1.16,0.0,0.0,1,0,1
11,-5.0,25,3.2,0.9265,-22.0,1.75,0.0,0.0,1,0,1
12,-3.9,28,2.9,0.9605,-19.7,2.12,0.0,0.0,1,0,1
13,-2.4,28,3.0,0.9765,-18.4,2.35,0.0,0.0,1,0,1
14,-2.2,29,4.1,0.9915,-17.8,1.93,0.0,0.0,1,0,1
15,-2.6,31,2.7,0.9935,-17.4,1.36,0.0,0.0,1,0,1
16,-3.6,36,4.4,1.0,-16.5,0.67,0.0,0.0,1,0,1
17,-4.2,47,2.7,1.0,-13.8,0.31,0.0,0.0,1,0,1
18,-4.6,56,3.6,1.0,-12.0,0.09,0.0,0.0,1,0,1
19,-5.2,66,3.1,1.0,-10.5,0.0,0.0,0.0,1,0,1
20,-5.7,67,2.6,1.0,-10.8,0.0,0.0,0.0,1,0,1
21,-5.6,69,2.2,0.992,-10.3,0.0,0.0,0.0,1,0,1
22,-5.8,57,3.2,0.99,-12.9,0.0,0.0,0.0,1,0,1
23,-7.0,49,3.4,0.992,-15.9,0.0,0.0,0.0,1,0,1
0,-7.7,52,3.2,0.991,-15.8,0.0,0.0,0.0,1,0,0
1,-7.9,52,3.7,0.9805,-16.0,0.0,0.0,0.0,1,0,0
2,-8.3,49,2.7,1.0,-17.1,0.0,0.0,0.0,1,0,0
3,-8.5,35,2.7,1.0,-21.2,0.0,0.0,0.0,1,0,0
4,-8.6,31,3.5,1.0,-22.7,0.0,0.0,0.0,1,0,0
5,-9.2,37,1.1,1.0,-21.2,0.0,0.0,0.0,1,0,0
6,-9.5,36,1.5,1.0,-21.8,0.0,0.0,0.0,1,0,0
7,-9.5,35,1.1,1.0,-22.1,0.0,0.0,0.0,1,0,0
8,-9.1,33,2.1,0.999,-22.4,0.03,0.0,0.0,1,0,0
9,-8.4,28,2.2,0.9735,-23.7,0.49,0.0,0.0,1,0,0
10,-6.7,23,2.4,0.969,-24.4,1.25,0.0,0.0,1,0,0
11,-6.1,25,2.8,0.988,-22.9,1.28,0.0,0.0,1,0,0
12,-4.6,32,4.2,0.937,-18.8,1.43,0.0,0.0,1,0,0
13,-2.7,29,2.9,0.9805,-18.3,2.29,0.0,0.0,1,0,0
14,-2.4,30,3.4,0.912,-17.6,2.08,0.0,0.0,1,0,0
15,-2.1,30,3.9,0.9665,-17.3,2.22,0.0,0.0,1,0,0
16,-2.4,33,4.5,0.9075,-16.5,1.55,0.0,0.0,1,0,0
17,-3.1,36,4.4,0.994,-16.0,0.89,0.0,0.0,1,0,0
18,-4.4,46,3.5,1.0,-14.3,0.23,0.0,0.0,1,0,0
19,-4.9,52,2.0,1.0,-13.2,0.0,0.0,0.0,1,0,0
20,-4.7,55,1.7,1.0,-12.3,0.0,0.0,0.0,1,0,0
21,-4.3,59,3.0,0.6195,-11.1,0.0,0.0,0.0,1,0,0
22,-4.2,57,1.7,1.0,-11.4,0.0,0.0,0.0,1,0,0
23,-4.4,58,2.4,1.0,-11.4,0.0,0.0,0.0,1,0,0
0,-5.0,60,1.8,0.9975,-11.5,0.0,0.0,0.0,1,0,0
1,-5.5,60,1.3,0.997,-12.0,0.0,0.0,0.0,1,0,0
2,-6.0,58,2.0,1.0,-12.9,0.0,0.0,0.0,1,0,0
3,-6.2,61,1.3,0.996,-12.5,0.0,0.0,0.0,1,0,0
4,-6.4,62,1.8,0.989,-12.4,0.0,0.0,0.0,1,0,0
5,-6.7,64,1.6,0.9905,-12.3,0.0,0.0,0.0,1,0,0
6,-7.1,70,1.0,0.9885,-11.6,0.0,0.0,0.0,1,0,0
7,-7.2,70,1.9,0.973,-11.7,0.0,0.0,0.0,1,0,0
8,-7.1,68,0.6,0.9655,-12.0,0.03,0.0,0.0,1,0,0
9,-5.9,52,1.4,0.9675,-14.1,0.53,0.0,0.0,1,0,0
10,-2.4,41,1.5,0.9525,-13.8,1.19,0.0,0.0,1,0,0
11,-0.3,40,3.4,0.864,-12.2,1.73,0.0,0.0,1,0,0
12,1.0,41,3.3,0.897,-10.8,2.11,0.0,0.0,1,0,0
13,2.6,40,3.5,0.927,-9.6,2.28,0.0,0.0,1,0,0
14,3.7,39,3.8,0.954,-9.0,2.19,0.0,0.0,1,0,0
15,3.7,40,5.3,0.975,-8.6,1.96,0.0,0.0,1,0,0
16,3.9,41,4.0,0.9865,-8.1,1.24,0.0,0.0,1,0,0
17,3.5,46,3.1,0.996,-7.0,0.39,0.0,0.0,1,0,0
18,3.1,50,3.7,1.0,-6.3,0.07,0.0,0.0,1,0,0
19,2.4,57,3.2,0.9975,-5.2,0.0,0.0,0.0,1,0,0
20,2.3,59,3.8,0.9905,-4.9,0.0,0.0,0.0,1,0,0
21,2.6,57,3.8,1.0,-5.0,0.0,0.0,0.0,1,0,0
22,2.6,57,3.1,1.0,-5.0,0.0,0.0,0.0,1,0,0
23,2.4,59,3.2,1.0,-4.8,0.0,0.0,0.0,1,0,0
0,2.0,65,2.2,0.9425,-3.9,0.0,0.0,0.0,1,0,0
1,1.3,67,1.2,0.869,-4.1,0.0,0.0,0.0,1,0,0
2,1.2,64,0.9,0.84,-4.8,0.0,0.0,0.0,1,0,0
3,1.1,65,1.0,0.798,-4.7,0.0,0.0,0.0,1,0,0
4,1.1,67,1.7,0.753,-4.3,0.0,0.0,0.0,1,0,0
5,1.0,68,0.6,0.7595,-4.2,0.0,0.0,0.0,1,0,0
6,1.1,66,0.9,0.775,-4.5,0.0,0.0,0.0,1,0,0
7,1.3,66,1.1,0.767,-4.3,0.0,0.0,0.0,1,0,0
8,2.1,65,1.1,0.7795,-3.8,0.01,0.0,0.0,1,0,0
9,3.9,64,2.9,0.7415,-2.3,0.18,0.0,0.0,1,0,0
10,5.2,65,3.9,0.6565,-0.8,0.56,0.0,0.0,1,0,0
11,6.3,67,3.5,0.5895,0.6,0.52,0.0,0.0,1,0,0
12,6.9,67,3.9,0.493,1.1,0.42,0.0,0.0,1,0,0
13,7.2,65,3.8,0.3865,1.0,0.61,0.0,0.0,1,0,0
14,7.8,57,3.5,0.3375,-0.2,1.34,0.0,0.0,1,0,0
15,8.7,48,4.1,0.3835,-1.7,1.68,0.0,0.0,1,0,0
16,8.0,36,3.5,0.5065,-6.1,1.09,0.0,0.0,1,0,0
17,6.6,34,2.8,0.65,-8.1,0.42,0.0,0.0,1,0,0
18,5.1,34,2.3,0.72,-9.5,0.09,0.0,0.0,1,0,0
19,3.9,37,1.4,0.7085,-9.4,0.0,0.0,0.0,1,0,0
20,2.8,29,2.8,0.7365,-13.5,0.0,0.0,0.0,1,0,0
21,1.7,27,3.1,0.867,-15.3,0.0,0.0,0.0,1,0,0
22,0.3,33,4.0,0.718,-14.1,0.0,0.0,0.0,1,0,0
23,-0.3,35,2.1,0.7885,-13.9,0.0,0.0,0.0,1,0,0
0,-0.7,37,3.5,0.858,-13.6,0.0,0.0,0.0,1,1,0
1,-1.1,38,2.8,0.9995,-13.6,0.0,0.0,0.0,1,1,0
2,-1.2,35,2.2,1.0,-14.7,0.0,0.0,0.0,1,1,0
3,-1.4,34,2.1,1.0,-15.2,0.0,0.0,0.0,1,1,0
4,-1.9,34,3.0,1.0,-15.7,0.0,0.0,0.0,1,1,0
5,-2.4,33,3.1,1.0,-16.5,0.0,0.0,0.0,1,1,0
6,-2.6,38,1.0,1.0,-15.0,0.0,0.0,0.0,1,1,0
7,-3.0,40,0.9,1.0,-14.7,0.0,0.0,0.0,1,1,0
8,-3.0,38,1.0,1.0,-15.4,0.0,0.0,0.0,1,1,0
9,-3.5,30,1.5,0.99,-18.6,0.0,0.0,0.0,1,1,0
10,-1.6,26,1.9,0.99,-18.6,1.29,0.0,0.0,1,1,0
11,0.1,22,2.0,1.0,-19.1,1.84,0.0,0.0,1,1,0
12,1.7,20,3.0,0.9915,-18.9,2.28,0.0,0.0,1,1,0
13,2.2,18,3.4,0.971,-19.7,2.3,0.0,0.0,1,1,0
14,2.9,14,4.3,1.0,-22.0,2.29,0.0,0.0,1,1,0
15,3.8,17,3.2,1.0,-19.0,1.97,0.0,0.0,1,1,0
16,3.2,16,3.0,1.0,-20.2,1.45,0.0,0.0,1,1,0
17,2.4,17,3.1,0.995,-20.2,0.78,0.0,0.0,1,1,0
18,1.1,18,2.5,1.0,-20.6,0.2,0.0,0.0,1,1,0
19,0.1,21,2.9,1.0,-19.7,0.0,0.0,0.0,1,1,0
20,-0.4,27,2.2,1.0,-17.1,0.0,0.0,0.0,1,1,0
21,-1.1,32,2.4,1.0,-15.7,0.0,0.0,0.0,1,1,0
22,-1.9,30,0.8,1.0,-17.2,0.0,0.0,0.0,1,1,0
23,-2.5,31,1.4,0.998,-17.3,0.0,0.0,0.0,1,1,0
0,-3.3,35,1.8,0.9885,-16.6,0.0,0.0,0.0,1,1,0
1,-3.6,35,2.0,0.9715,-16.8,0.0,0.0,0.0,1,1,0
2,-4.1,38,1.2,0.998,-16.3,0.0,0.0,0.0,1,1,0
3,-4.4,37,1.7,0.9945,-16.9,0.0,0.0,0.0,1,1,0
4,-4.5,42,1.4,0.972,-15.5,0.0,0.0,0.0,1,1,0
5,-5.0,44,0.9,0.988,-15.3,0.0,0.0,0.0,1,1,0
6,-5.2,42,0.7,0.99,-16.1,0.0,0.0,0.0,1,1,0
7,-5.4,41,0.3,1.0,-16.6,0.0,0.0,0.0,1,1,0
8,-5.4,38,0.7,1.0,-17.5,0.04,0.0,0.0,1,1,0
9,-4.3,33,0.7,0.9615,-18.2,0.6,0.0,0.0,1,1,0
10,-1.3,32,1.5,0.9665,-15.9,1.24,0.0,0.0,1,1,0
11,1.0,25,1.4,0.891,-16.8,1.7,0.0,0.0,1,1,0
12,2.2,19,1.4,0.973,-19.1,2.01,0.0,0.0,1,1,0
13,3.5,17,3.2,0.9855,-19.3,2.2,0.0,0.0,1,1,0
14,4.2,18,3.3,0.988,-18.0,2.25,0.0,0.0,1,1,0
15,4.0,26,3.5,1.0,-13.8,1.75,0.0,0.0,1,1,0
16,3.3,38,3.8,0.9605,-9.6,1.33,0.0,0.0,1,1,0
17,2.5,48,4.2,0.9895,-7.4,0.76,0.0,0.0,1,1,0
18,1.4,56,3.2,0.966,-6.4,0.22,0.0,0.0,1,1,0
19,0.6,59,2.3,0.9695,-6.5,0.0,0.0,0.0,1,1,0
20,0.2,61,1.9,0.978,-6.4,0.0,0.0,0.0,1,1,0
21,0.1,67,2.5,0.7255,-5.3,0.0,0.0,0.0,1,1,0
22,-0.6,70,3.4,0.602,-5.4,0.0,0.0,0.0,1,1,0
23,-2.0,51,3.2,0.668,-10.8,0.0,0.0,0.0,1,1,0
0,-2.7,41,3.2,0.8475,-14.1,0.0,0.0,0.0,1,1,1
1,-3.1,36,3.5,1.0,-16.0,0.0,0.0,0.0,1,1,1
2,-3.8,30,3.9,1.0,-18.8,0.0,0.0,0.0,1,1,1
3,-4.5,28,3.0,1.0,-20.3,0.0,0.0,0.0,1,1,1
4,-5.2,28,2.5,1.0,-20.9,0.0,0.0,0.0,1,1,1
5,-5.7,31,2.3,0.9995,-20.1,0.0,0.0,0.0,1,1,1
6,-6.2,32,2.5,1.0,-20.2,0.0,0.0,0.0,1,1,1
7,-6.8,32,1.6,1.0,-20.7,0.0,0.0,0.0,1,1,1
8,-7.1,30,1.7,0.9955,-21.7,0.04,0.0,0.0,1,1,1
9,-6.5,26,2.4,0.937,-22.8,0.64,0.0,0.0,1,1,1
10,-4.3,21,1.4,0.954,-23.4,1.34,0.0,0.0,1,1,1
11,-2.8,19,2.6,0.9785,-23.2,1.91,0.0,0.0,1,1,1
12,-1.3,17,1.5,0.999,-23.2,2.28,0.0,0.0,1,1,1
13,-0.4,15,2.4,0.969,-23.9,2.46,0.0,0.0,1,1,1
14,-0.1,15,4.0,1.0,-23.7,2.39,0.0,0.0,1,1,1
15,1.0,14,4.6,1.0,-23.5,2.12,0.0,0.0,1,1,1
16,1.3,15,4.2,1.0,-22.5,1.63,0.0,0.0,1,1,1
17,0.6,17,3.3,1.0,-21.7,0.79,0.0,0.0,1,1,1
18,-0.3,17,1.9,1.0,-22.4,0.2,0.0,0.0,1,1,1
19,-1.5,32,2.5,1.0,-16.0,0.0,0.0,0.0,1,1,1
20,-2.1,38,2.0,1.0,-14.5,0.0,0.0,0.0,1,1,1
21,-2.3,38,2.3,1.0,-14.7,0.0,0.0,0.0,1,1,1
22,-2.7,42,2.2,1.0,-13.8,0.0,0.0,0.0,1,1,1
23,-2.9,31,3.8,1.0,-17.7,0.0,0.0,0.0,1,1,1
0,-3.6,33,1.7,1.0,-17.5,0.0,0.0,0.0,1,0,1
1,-4.4,33,1.4,1.0,-18.2,0.0,0.0,0.0,1,0,1
2,-4.7,33,0.1,1.0,-18.5,0.0,0.0,0.0,1,0,1
3,-4.5,26,0.0,1.0,-21.1,0.0,0.0,0.0,1,0,1
4,-4.1,27,0.6,1.0,-20.3,0.0,0.0,0.0,1,0,1
5,-4.0,28,0.5,1.0,-19.8,0.0,0.0,0.0,1,0,1
6,-4.1,30,1.1,1.0,-19.1,0.0,0.0,0.0,1,0,1
7,-4.6,31,1.2,1.0,-19.2,0.0,0.0,0.0,1,0,1
8,-4.8,31,0.8,1.0,-19.3,0.02,0.0,0.0,1,0,1
9,-4.1,30,0.5,1.0,-19.1,0.28,0.0,0.0,1,0,1
10,-1.8,23,0.6,1.0,-20.2,0.8,0.0,0.0,1,0,1
11,0.0,20,0.8,0.9875,-20.3,1.05,0.0,0.0,1,0,1
12,2.2,17,1.0,0.9895,-20.4,1.75,0.0,0.0,1,0,1
13,3.7,17,1.4,1.0,-19.1,1.98,0.0,0.0,1,0,1
14,4.1,17,1.8,0.998,-18.8,1.87,0.0,0.0,1,0,1
15,5.0,16,2.0,0.985,-18.8,1.42,0.0,0.0,1,0,1
16,5.1,16,1.8,0.999,-18.7,1.17,0.0,0.0,1,0,1
17,4.2,17,2.5,0.995,-18.7,0.66,0.0,0.0,1,0,1
18,2.8,25,3.0,1.0,-15.3,0.22,0.0,0.0,1,0,1
19,1.5,30,2.6,1.0,-14.2,0.0,0.0,0.0,1,0,1
20,0.6,33,1.9,1.0,-13.8,0.0,0.0,0.0,1,0,1
21,0.2,32,1.1,0.9755,-14.5,0.0,0.0,0.0,1,0,1
22,-0.3,34,1.6,0.9905,-14.2,0.0,0.0,0.0,1,0,1
23,-0.7,37,0.9,0.907,-13.6,0.0,0.0,0.0,1,0,1
0,-1.1,39,1.7,0.916,-13.3,0.0,0.0,0.0,1,0,0
1,-1.4,42,1.1,0.9025,-12.6,0.0,0.0,0.0,1,0,0
2,-1.4,41,1.1,0.791,-12.9,0.0,0.0,0.0,1,0,0
3,-1.4,41,1.6,0.935,-12.9,0.0,0.0,0.0,1,0,0
4,-1.9,44,0.7,0.9535,-12.5,0.0,0.0,0.0,1,0,0
5,-1.8,44,0.5,0.931,-12.4,0.0,0.0,0.0,1,0,0
6,-1.4,46,0.3,0.8255,-11.5,0.0,0.0,0.0,1,0,0
7,-0.9,45,0.9,0.91,-11.3,0.0,0.0,0.0,1,0,0
8,-1.2,51,0.8,0.9,-10.0,0.05,0.0,0.0,1,0,0
9,-0.6,43,0.5,0.798,-11.6,0.52,0.0,0.0,1,0,0
10,2.6,45,1.2,0.615,-8.1,1.17,0.0,0.0,1,0,0
11,4.3,44,2.3,0.5455,-6.9,1.77,0.0,0.0,1,0,0
12,4.7,43,2.1,0.5655,-6.8,1.38,0.0,0.0,1,0,0
13,5.1,41,1.8,0.5485,-7.0,1.03,0.0,0.0,1,0,0
14,5.6,38,1.6,0.5435,-7.6,1.1,0.0,0.0,1,0,0
15,6.3,35,2.6,0.4955,-8.0,1.2,0.0,0.0,1,0,0
16,6.3,35,2.9,0.5585,-8.0,1.1,0.0,0.0,1,0,0
17,5.7,36,3.0,0.5365,-8.2,0.57,0.0,0.0,1,0,0
